point_a,point_b,distance,max_speed,road_condition,traffic_condition,date,departure_time,vehicle_type,driver_age,travel_time
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,75.04,3,2,2023-05-14,10:54,Sedan,62,5.49
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,73.37,0,1,2023-12-19,10:16,Sedan,63,38.01
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,75.14,3,1,2023-02-26,10:33,SUV,51,38.86
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.06,1,2,2023-01-06,19:39,Truck,38,5.32
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,64.66,2,1,2023-11-02,15:26,Truck,42,16.38
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,68.7,2,2,2023-03-09,00:48,Semi-truck,48,1.51
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.5,0,1,2023-12-01,01:54,SUV,44,13.9
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,68.46,3,2,2023-04-06,10:42,Sedan,49,1.39
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,74.58,2,2,2023-04-05,16:58,Semi-truck,47,37.33
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,68.72,0,0,2023-05-23,19:26,Sedan,35,6.46
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,63.27,1,0,2023-03-23,04:56,Motorcycle,41,40.8
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,70.46,2,0,2023-08-26,07:05,Car/Trailer,51,53.72
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,69.2,0,0,2023-05-20,17:53,SUV,39,2.17
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,65.26,1,0,2023-08-10,00:00,Car/Trailer,61,1.05
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,67.69,0,1,2023-07-31,10:36,Car/Trailer,56,52.24
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,73.83,2,2,2023-02-09,01:28,SUV,52,38.53
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.06,0,1,2023-01-02,02:12,Motorcycle,23,4.56
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,78.61,3,2,2023-03-08,23:30,Sedan,59,37.09
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.3,3,2,2023-06-12,03:42,Motorcycle,54,5.05
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,69.13,1,1,2023-05-26,19:42,Semi-truck,22,38.65
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,74.49,2,2,2023-08-17,06:48,Car/Trailer,66,51.94
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,62.24,0,1,2023-11-12,01:19,Semi-truck,18,56.6
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,68.05,1,2,2023-11-03,13:36,Car/Trailer,68,38.67
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,68.95,1,0,2023-12-21,06:48,Motorcycle,20,41.29
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,73.9,0,2,2023-07-24,07:32,SUV,52,52.57
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,67.2,3,2,2023-01-26,22:57,Sedan,63,4.08
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,72.56,2,2,2023-06-06,21:46,Sedan,57,2.67
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,75.87,3,2,2023-05-15,20:43,Motorcycle,20,2.67
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,76.92,2,1,2023-02-14,21:26,SUV,44,4.2
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,65.69,2,2,2023-11-08,19:47,Motorcycle,55,4.33
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,62.66,2,1,2023-12-22,07:57,Car/Trailer,57,7.51
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,64.65,3,2,2023-07-16,01:05,Motorcycle,69,4.91
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,66.74,2,0,2023-05-23,16:49,Car/Trailer,66,15.4
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.85,2,0,2023-08-14,19:20,Motorcycle,58,5.31
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.19,2,1,2023-03-29,09:58,Semi-truck,26,4.1
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,67.98,2,2,2023-05-22,17:16,Semi-truck,55,4.97
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,73.32,0,0,2023-05-11,01:40,SUV,61,3.34
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.67,0,1,2023-03-07,03:57,Sedan,19,3.92
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,66.73,2,0,2023-03-25,22:06,Truck,67,55.31
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.87,3,0,2023-04-03,06:12,SUV,67,5.76
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,68.98,2,1,2023-09-16,14:55,Motorcycle,42,1.85
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,74.14,1,0,2023-11-09,21:42,Car/Trailer,58,36.39
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,74.32,1,1,2023-10-25,01:15,Motorcycle,38,15.73
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.92,2,1,2023-07-22,06:48,Motorcycle,63,2.3
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.23,2,2,2023-01-02,11:07,SUV,58,2.82
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,71.85,1,2,2023-12-14,10:29,Motorcycle,53,55.18
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,74.24,1,2,2023-03-31,22:29,Semi-truck,50,21.4
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,74.45,1,2,2023-01-14,10:34,SUV,52,2.88
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,74.96,0,2,2023-03-12,05:33,Semi-truck,31,1.05
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,68.19,3,1,2023-07-16,20:52,SUV,34,3.23
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,68.89,0,2,2023-01-03,08:56,Motorcycle,54,3.76
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.62,0,1,2023-07-30,09:44,Sedan,24,4.24
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.55,1,1,2023-12-21,04:50,SUV,42,5.84
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,64.31,2,0,2023-12-28,19:39,Truck,28,4.26
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,76.31,2,2,2023-10-21,07:35,SUV,63,20.61
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.05,1,1,2023-04-20,13:40,Motorcycle,35,4.57
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.82,1,1,2023-07-07,09:01,SUV,41,4.6
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,75.12,1,2,2023-08-25,21:31,SUV,41,4.06
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,76.03,2,2,2023-10-19,02:35,Car/Trailer,57,2.44
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.68,3,2,2023-11-10,00:01,SUV,68,4.77
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,72.84,2,2,2023-10-10,16:57,Truck,41,52.23
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,75.9,2,0,2023-09-15,01:47,Semi-truck,61,6.29
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,68.66,1,2,2023-02-14,21:55,Sedan,58,14.98
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,73.76,2,1,2023-12-21,21:32,Car/Trailer,29,2.48
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,70.97,2,2,2023-04-30,11:29,Semi-truck,32,23.88
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,71.59,1,1,2023-07-06,16:33,Sedan,50,4.14
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,66.28,0,2,2023-12-22,09:07,Sedan,61,56.96
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.61,1,1,2023-02-10,05:36,SUV,40,4.48
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,67.0,0,1,2023-05-06,10:24,Car/Trailer,61,2.35
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,73.72,3,2,2023-09-18,09:50,Sedan,19,39.6
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,69.46,0,2,2023-02-24,10:35,Motorcycle,19,50.04
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.85,0,1,2023-06-19,05:38,Sedan,57,5.15
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,68.62,2,1,2023-08-25,09:26,Truck,40,2.32
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,79.53,2,1,2023-05-30,08:08,SUV,47,36.9
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,67.92,2,0,2023-09-20,05:35,SUV,46,4.73
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,72.76,1,0,2023-11-30,06:18,SUV,29,50.48
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,65.36,1,0,2023-10-05,20:59,SUV,45,57.01
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,72.86,3,2,2023-12-05,22:30,Truck,30,3.07
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,73.61,1,0,2023-01-12,17:56,Motorcycle,46,36.76
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,70.43,0,0,2023-08-24,10:07,Car/Trailer,41,24.57
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.31,0,2,2023-05-08,09:52,Sedan,65,4.2
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,68.33,1,2,2023-03-26,08:22,Car/Trailer,59,3.02
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.51,3,0,2023-07-18,17:24,Sedan,22,4.52
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.45,0,2,2023-07-10,21:11,Car/Trailer,52,4.3
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,68.56,3,1,2023-09-06,13:03,Sedan,21,1.19
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,72.22,1,2,2023-03-27,15:10,Motorcycle,59,5.91
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.9,1,0,2023-10-31,05:44,Motorcycle,28,3.19
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.4,0,0,2023-05-05,13:51,Semi-truck,50,5.6
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,70.31,0,2,2023-03-05,23:28,Motorcycle,58,52.77
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.82,0,0,2023-11-14,21:12,Truck,31,2.75
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,76.81,1,0,2023-03-21,12:43,Semi-truck,34,3.29
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.69,2,1,2023-07-31,10:56,SUV,38,3.93
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,75.01,2,0,2023-06-12,23:44,Semi-truck,65,39.07
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.11,2,1,2023-02-06,17:27,Car/Trailer,44,4.35
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,72.57,1,0,2023-06-17,16:12,Semi-truck,41,37.94
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,65.47,3,1,2023-10-15,03:54,Truck,41,10.47
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,73.08,1,2,2023-06-24,10:06,SUV,63,47.78
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,72.06,0,1,2023-04-26,04:23,Semi-truck,37,10.45
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,74.05,2,1,2023-09-26,05:38,SUV,63,2.46
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,67.58,1,1,2023-11-08,07:26,Sedan,55,1.01
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.6,2,2,2023-09-23,02:05,Motorcycle,35,4.44
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.0,2,2,2023-04-17,08:46,Car/Trailer,25,2.68
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,64.82,3,0,2023-08-06,11:50,Sedan,52,5.25
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.38,0,0,2023-09-07,04:23,Sedan,64,4.75
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,64.38,1,1,2023-05-13,01:31,Sedan,40,22.9
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,70.93,2,0,2023-03-06,19:18,Sedan,35,16.41
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,76.42,1,0,2023-07-20,23:23,Semi-truck,42,6.96
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,73.32,3,0,2023-05-07,20:14,Sedan,32,4.46
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.41,1,2,2023-02-19,14:08,Semi-truck,24,5.19
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,70.78,2,2,2023-12-02,00:24,Truck,63,3.21
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,64.91,2,2,2023-12-17,22:27,SUV,31,4.84
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.23,0,2,2023-02-26,23:35,Sedan,41,4.37
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,68.44,0,1,2023-02-25,13:55,Truck,39,2.89
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.42,1,1,2023-11-23,07:06,Car/Trailer,53,3.03
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.03,2,0,2023-06-28,10:09,Sedan,33,5.13
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,74.38,2,1,2023-06-23,03:04,Motorcycle,66,14.22
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,71.06,0,2,2023-05-18,06:09,Car/Trailer,41,11.43
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,70.62,2,1,2023-01-05,12:48,Motorcycle,37,53.57
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,69.88,1,2,2023-07-21,04:10,Truck,51,5.12
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,72.54,1,1,2023-12-07,01:06,Motorcycle,50,4.8
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.43,3,1,2023-08-27,23:56,Truck,69,14.11
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,76.73,1,2,2023-10-14,04:50,Semi-truck,51,48.2
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.33,2,2,2023-01-21,20:06,Motorcycle,45,4.22
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,77.11,3,1,2023-06-25,21:55,Motorcycle,64,14.44
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,73.2,0,2,2023-07-15,14:04,Sedan,60,37.26
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,71.5,1,0,2023-05-14,05:09,Truck,21,6.13
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,69.35,1,2,2023-03-11,00:33,Semi-truck,22,55.33
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,70.24,1,1,2023-10-29,17:25,Truck,49,2.81
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,64.36,0,1,2023-07-08,17:45,Semi-truck,45,39.8
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,65.54,0,0,2023-05-08,07:45,Sedan,33,53.24
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,68.62,1,1,2023-06-10,00:23,Sedan,28,14.55
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,74.65,1,0,2023-05-21,18:15,Motorcycle,21,50.52
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.88,3,0,2023-09-01,21:11,Truck,35,5.73
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.07,2,2,2023-05-05,00:09,Motorcycle,41,4.79
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,65.73,0,0,2023-08-16,23:58,Truck,67,1.52
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,69.7,1,2,2023-01-03,10:10,Sedan,46,40.74
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,71.83,3,0,2023-05-29,03:26,Car/Trailer,37,36.99
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,71.03,3,2,2023-05-02,06:22,Truck,18,13.98
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.01,3,0,2023-09-03,00:06,SUV,36,5.54
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,71.45,1,1,2023-06-18,14:41,Truck,40,50.14
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.44,0,2,2023-07-18,14:30,Semi-truck,55,5.15
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,77.08,1,0,2023-06-10,20:36,Truck,43,0.73
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.16,2,0,2023-09-02,12:48,Sedan,34,5.31
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.25,2,1,2023-07-11,17:58,Semi-truck,61,4.97
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,69.75,0,0,2023-07-20,05:56,Car/Trailer,56,50.57
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,72.53,1,0,2023-05-03,07:36,Sedan,60,14.82
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,71.44,3,0,2023-02-11,16:24,Motorcycle,20,40.96
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,72.31,1,1,2023-09-18,05:40,SUV,53,15.68
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,69.52,3,0,2023-11-08,18:29,Motorcycle,21,3.25
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,61.4,0,1,2023-12-19,10:42,Motorcycle,55,3.26
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,67.59,1,0,2023-10-08,13:10,Truck,30,4.75
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,78.99,1,2,2023-03-13,10:56,Car/Trailer,37,36.12
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,69.48,3,2,2023-07-21,19:48,Motorcycle,53,4.27
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,75.59,1,1,2023-03-15,23:50,Sedan,51,0.93
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.39,2,0,2023-02-24,20:09,Car/Trailer,30,5.22
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,67.47,3,2,2023-12-30,14:04,SUV,37,4.61
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,74.05,2,2,2023-04-23,06:27,Car/Trailer,61,5.93
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,74.02,0,1,2023-12-18,15:15,Semi-truck,28,6.98
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,69.78,2,1,2023-07-24,22:02,Motorcycle,43,14.95
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,67.31,2,2,2023-03-13,15:41,Semi-truck,58,2.14
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,65.44,0,1,2023-12-10,06:50,Sedan,54,52.99
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,65.42,1,2,2023-08-12,07:48,Truck,66,5.02
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,69.8,0,1,2023-09-09,03:30,Motorcycle,39,4.75
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,72.17,3,0,2023-12-25,07:56,Motorcycle,41,51.91
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.98,0,2,2023-05-08,11:32,Sedan,32,4.44
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,73.23,1,0,2023-02-13,01:21,SUV,21,52.53
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.98,2,2,2023-05-22,08:27,SUV,69,5.11
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,70.85,3,2,2023-07-02,10:22,Semi-truck,29,3.93
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.62,0,0,2023-03-03,16:36,SUV,67,4.34
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,75.24,3,0,2023-03-23,08:55,Semi-truck,46,38.26
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,70.09,3,1,2023-01-04,17:00,Sedan,65,37.66
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,74.17,1,2,2023-11-27,12:42,Motorcycle,20,2.53
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,78.02,3,2,2023-05-19,00:18,Motorcycle,69,2.7
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.14,1,1,2023-05-23,07:28,Semi-truck,55,4.26
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,72.65,1,0,2023-07-22,02:43,Truck,38,22.11
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,70.1,2,2,2023-03-24,22:58,Car/Trailer,20,1.73
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,67.03,0,1,2023-03-30,13:39,Truck,29,4.72
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,70.94,3,1,2023-12-02,08:33,Motorcycle,66,9.49
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,69.65,1,0,2023-08-04,07:41,SUV,32,4.52
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.56,3,1,2023-12-24,11:07,Sedan,63,2.86
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,71.43,1,2,2023-09-02,10:27,Motorcycle,28,40.25
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,72.09,2,2,2023-07-16,10:19,Semi-truck,29,40.39
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,74.29,3,0,2023-06-16,22:02,Motorcycle,52,9.68
